"Probe"	"Feature"	"Chr"	"Start"	"End"	"P.value"	"FDR"	"Log2.Fold.Change"	"Shrunk.Log2.Fold.Change"
"Chr1:16338601-16340700"	"HSPB7"	"1"	16338601	16340700	0.3787019	0.4995309	0.3448807	-0.3125302
"Chr1:16359001-16360050"	"CLCNKA"	"1"	16359001	16360050	0.02911565	0.068010464	-0.90123373	0.80788046
"Chr1:16364701-16365600"	"CLCNKA"	"1"	16364701	16365600	0.034711704	0.0784628	-0.88170284	2.2656682
"Chr1:16381951-16383150"	"CLCNKB"	"1"	16381951	16383150	0.020600991	0.051649358	-1.0441046	0.9178658
"Chr1:16408351-16409700"	"null"	"1"	16408351	16409700	0.029338513	0.06843428	-0.8986349	0.80615944
"Chr1:16464751-16467300"	"EPHA2"	"1"	16464751	16467300	0.00032951197	0.0017513899	1.5958786	-1.4081322
"Chr1:16513801-16516350"	"null"	"1"	16513801	16516350	0.9596259	0.97423714	0.023686063	-0.020637762
"Chr1:16562101-16564500"	"RSG1"	"1"	16562101	16564500	0.118384294	0.20570949	-0.35446084	0.3425535
"Chr1:16570201-16571700"	"null"	"1"	16570201	16571700	0.0011526896	0.004944992	-1.5176051	1.3226252
"Chr1:16650451-16651650"	"null"	"1"	16650451	16651650	0.7955766	0.85776436	0.12061174	-0.10524972
"Chr1:16677751-16680000"	"null"	"1"	16677751	16680000	0.08832831	0.16365777	-0.30712548	0.3005383
"Chr1:16692901-16695150"	"C1orf144"	"1"	16692901	16695150	0.65926886	0.7504435	-0.0643031	0.063393116
"Chr1:16766251-16768200"	"NECAP2"	"1"	16766251	16768200	0.4282919	0.54656243	-0.15978271	0.15551184
"Chr1:16825351-16826550"	"null"	"1"	16825351	16826550	0.109160565	0.19303186	-0.37429395	0.36099273
"Chr1:16839901-16841250"	"null"	"1"	16839901	16841250	0.33591437	0.45634636	-0.17376724	0.17002402
"Chr1:16857901-16858650"	"AL355149.1"	"1"	16857901	16858650	0.9688892	0.9801948	-0.015967527	0.014337519
"Chr1:16872001-16872750"	"null"	"1"	16872001	16872750	0.005621751	0.018085204	1.4554623	-1.2304482
"Chr1:16947001-16948650"	"null"	"1"	16947001	16948650	0.82826596	0.8809631	0.07989022	-0.07319415
"Chr1:16970551-16971900"	"null"	"1"	16970551	16971900	0.14591107	0.2416251	-0.24303956	0.23854223
"Chr1:17004301-17005350"	"AL137798.1"	"1"	17004301	17005350	0.63988984	0.73468375	-0.20127098	0.17898528
"Chr1:17026351-17029050"	"null"	"1"	17026351	17029050	0.5374156	0.64679533	0.441599	-0.32805216
"Chr1:17053201-17055150"	"null"	"1"	17053201	17055150	0.004660216	0.0154913375	-1.0281044	0.94391114
"Chr1:17222101-17223750"	"null"	"1"	17222101	17223750	0.24092615	0.35484433	-0.39292216	0.3652572
"Chr1:17239801-17241300"	"null"	"1"	17239801	17241300	0.01678668	0.04392453	-0.56203055	0.54183227
"Chr1:17286751-17288250"	"CROCC"	"1"	17286751	17288250	0.09566958	0.17409265	0.88360417	-0.7426936
"Chr1:17305651-17308500"	"MFAP2"	"1"	17305651	17308500	8.283549e-06	7.880235e-05	2.5088725	-2.0643518
"Chr1:17372401-17373300"	"SDHB"	"1"	17372401	17373300	0.29328308	0.41204005	-0.47256345	0.41582435
"Chr1:17379601-17381250"	"SDHB"	"1"	17379601	17381250	0.27411938	0.39166686	-0.2461474	0.2380096
"Chr1:17454151-17455800"	"null"	"1"	17454151	17455800	1.5105711e-07	2.550901e-06	2.1345532	-1.920414
"Chr1:17494051-17496600"	"null"	"1"	17494051	17496600	5.301676e-08	1.0318143e-06	2.8622854	-2.4090774
"Chr1:17533501-17536350"	"PADI1"	"1"	17533501	17536350	0.11407381	0.19973569	0.66012675	-0.59062594
"Chr1:17541301-17542650"	"PADI1"	"1"	17541301	17542650	0.31017268	0.42971885	0.43693045	-0.38826028
"Chr1:17552551-17553750"	"PADI1"	"1"	17552551	17553750	0.059195757	0.11922543	0.7479882	-0.6762439
"Chr1:17558851-17561400"	"PADI1"	"1"	17558851	17561400	2.0347092e-10	7.60153e-09	2.7919145	-2.4697075
"Chr1:17576251-17578950"	"PADI3"	"1"	17576251	17578950	0.0026237324	0.009646064	1.4031284	-1.2236332
"Chr1:17585251-17587200"	"PADI3"	"1"	17585251	17587200	0.975694	0.98442054	0.012803334	-0.011440951
"Chr1:17613601-17614650"	"PADI3"	"1"	17613601	17614650	9.410068e-09	2.2351168e-07	2.7263532	-2.3657064
"Chr1:17674201-17675850"	"PADI4"	"1"	17674201	17675850	0.00017212678	0.0010140068	1.5379361	-1.3814807
"Chr1:17732101-17733300"	"RCC2"	"1"	17732101	17733300	0.7496925	0.8235208	0.11155386	-0.10301133
"Chr1:17786551-17787450"	"null"	"1"	17786551	17787450	0.06527808	0.12892605	-1.059012	0.8656118
"Chr1:17813851-17815050"	"null"	"1"	17813851	17815050	0.012576743	0.034885477	1.2370676	-1.0621165
"Chr1:17820301-17821500"	"null"	"1"	17820301	17821500	0.13443358	0.22675537	-0.6061176	0.545894
"Chr1:17828551-17829750"	"null"	"1"	17828551	17829750	0.33017623	0.45021695	-0.50745195	0.4287336
"Chr1:17846101-17847600"	"null"	"1"	17846101	17847600	2.0793992e-05	0.00017063237	-1.5383828	1.4134352
"Chr1:17871451-17872650"	"null"	"1"	17871451	17872650	0.48011228	0.59465134	-0.37093475	0.31265813
"Chr1:17880001-17881350"	"null"	"1"	17880001	17881350	0.41522917	0.53482693	0.32980764	-0.29691908
"Chr1:17895151-17897400"	"null"	"1"	17895151	17897400	0.5268162	0.6373143	-0.18032287	0.17095958
"Chr1:17950801-17952150"	"ARHGEF10L"	"1"	17950801	17952150	0.46656245	0.5821118	0.44648525	-0.3560745
"Chr1:18051301-18052350"	"null"	"1"	18051301	18052350	0.054944765	0.11256958	-0.7810646	-0.09050053
"Chr1:18192751-18193800"	"null"	"1"	18192751	18193800	7.030776e-05	0.00047681006	2.3247504	-1.8866491
"Chr1:18686401-18687450"	"IGSF21"	"1"	18686401	18687450	0.030084014	0.069822714	-0.9221021	0.8212621
"Chr1:18722401-18723450"	"null"	"1"	18722401	18723450	0.5553087	0.6630737	-0.29911587	0.25451982
"Chr1:18740101-18741150"	"null"	"1"	18740101	18741150	0.0028685795	0.010387947	-1.613222	1.343173
"Chr1:18778951-18779700"	"null"	"1"	18778951	18779700	0.13764721	0.23110619	-0.66036355	0.58142823
"Chr1:18806551-18807900"	"KLHDC7A"	"1"	18806551	18807900	0.5885424	0.6921646	0.3385857	-0.26786855
"Chr1:18857101-18858150"	"null"	"1"	18857101	18858150	0.020647503	0.051732704	-1.1027639	0.9556772
"Chr1:18934951-18935700"	"null"	"1"	18934951	18935700	0.008388189	0.025095368	-1.2046552	1.0549518
"Chr1:18944701-18945900"	"null"	"1"	18944701	18945900	0.18936267	0.2949234	0.67354	-0.572234
"Chr1:19146901-19147800"	"null"	"1"	19146901	19147800	0.027281174	0.06458135	-0.970996	0.8580139
"Chr1:19201351-19202400"	"ALDH4A1"	"1"	19201351	19202400	0.08128972	0.15333928	-0.619588	0.5706003
"Chr1:19210351-19211400"	"ALDH4A1"	"1"	19210351	19211400	0.05145371	0.10689001	-0.8296036	0.73897207
"Chr1:19228051-19230150"	"ALDH4A1"	"1"	19228051	19230150	0.03939511	0.086463995	-0.47876808	0.46193135
"Chr1:19239151-19240200"	"IFFO2"	"1"	19239151	19240200	0.5422521	0.6513509	0.19871902	-0.1854016
"Chr1:19252501-19255350"	"IFFO2"	"1"	19252501	19255350	5.0474515e-08	9.916238e-07	1.5777956	-1.4934001
"Chr1:19258501-19259700"	"IFFO2"	"1"	19258501	19259700	0.14128737	0.2357141	0.7202114	-0.61985594
"Chr1:19291801-19293000"	"null"	"1"	19291801	19293000	0.035805438	0.080427036	1.0089554	-0.8728991
"Chr1:19298101-19299600"	"null"	"1"	19298101	19299600	0.14385568	0.23910016	-0.5782413	0.5230127
"Chr1:19535701-19537950"	"UBR4"	"1"	19535701	19537950	0.6007619	0.70245224	-0.10083533	0.09837044
"Chr1:19577251-19579350"	"KIAA0090"	"1"	19577251	19579350	0.22213483	0.33352894	-0.2223338	0.21746674
"Chr1:19662601-19664550"	"CAPZB"	"1"	19662601	19664550	0.9358084	0.95826834	-0.034880355	0.030952195
"Chr1:19756201-19757400"	"CAPZB"	"1"	19756201	19757400	0.0073514367	0.022519264	1.1239591	-1.0047927
"Chr1:19766401-19767750"	"CAPZB"	"1"	19766401	19767750	8.80086e-05	0.00057622185	1.857617	-1.6126723
"Chr1:19776901-19778100"	"CAPZB"	"1"	19776901	19778100	0.010941445	0.031196231	1.3727564	-1.1469377
"Chr1:19795501-19796850"	"CAPZB"	"1"	19795501	19796850	0.0020827488	0.008004237	1.4254684	-1.245068
"Chr1:19885801-19886700"	"null"	"1"	19885801	19886700	0.008027726	0.024206905	1.36891	-1.1593287
"Chr1:19922401-19924650"	"MINOS1"	"1"	19922401	19924650	0.41729742	0.53658456	0.1179432	-0.11628411
"Chr1:19962001-19962900"	"null"	"1"	19962001	19962900	0.014736701	0.039580926	1.081888	-0.955043
"Chr1:20030701-20031600"	"TMCO4"	"1"	20030701	20031600	0.53770906	0.64704376	0.2778568	-0.2443242
"Chr1:20041801-20042850"	"TMCO4"	"1"	20041801	20042850	0.28364033	0.40181476	0.39315712	-0.36042523
"Chr1:20076901-20077650"	"TMCO4"	"1"	20076901	20077650	0.7871695	0.85126173	-0.10575702	0.095853515
"Chr1:20091301-20092950"	"TMCO4"	"1"	20091301	20092950	3.5122832e-07	5.186111e-06	2.405636	-2.0900578
"Chr1:20187301-20188200"	"null"	"1"	20187301	20188200	0.003558251	0.012402641	1.6827738	-1.3734568
"Chr1:20193001-20193900"	"null"	"1"	20193001	20193900	2.9913295e-07	4.527031e-06	2.3266468	-2.0425107
"Chr1:20208151-20209800"	"OTUD3"	"1"	20208151	20209800	0.39709726	0.51738864	-0.1586202	0.15495078
"Chr1:20229751-20230950"	"OTUD3"	"1"	20229751	20230950	0.30998227	0.42949507	0.4848589	-0.42036533
"Chr1:20244301-20245050"	"PLA2G2E"	"1"	20244301	20245050	0.009420112	0.02759138	-1.4477297	1.1965563
"Chr1:20250751-20253900"	"PLA2G2E"	"1"	20250751	20253900	0.5583317	0.66585135	0.31634298	-0.2643148
"Chr1:20275201-20276250"	"null"	"1"	20275201	20276250	0.033129197	0.075511314	0.9571204	-0.842516
"Chr1:20390101-20391150"	"null"	"1"	20390101	20391150	0.92001563	0.9472829	0.048878487	-0.042125467
"Chr1:20427001-20428200"	"null"	"1"	20427001	20428200	0.97374386	0.98336655	-0.02171088	0.016786233
"Chr1:20450551-20451750"	"PLA2G2D"	"1"	20450551	20451750	0.29594958	0.4151195	0.72996676	-0.5491413
"Chr1:20463151-20464350"	"PLA2G2F"	"1"	20463151	20464350	0.004093832	0.013915004	-1.2218822	1.0891076
"Chr1:20478451-20479650"	"PLA2G2F"	"1"	20478451	20479650	0.29832098	0.4174859	-0.5094435	0.43848586
"Chr1:20521201-20522400"	"UBXN10"	"1"	20521201	20522400	0.00096900016	0.004270954	-1.8226051	1.5110636
"Chr1:20581951-20583000"	"null"	"1"	20581951	20583000	0.7600758	0.83105874	0.19940665	-0.1548817
"Chr1:20706601-20707800"	"null"	"1"	20706601	20707800	1.1197037e-06	1.42663885e-05	2.4033704	-2.0631366
"Chr1:20737201-20738550"	"null"	"1"	20737201	20738550	0.5680344	0.67425764	0.28912425	-0.24647516
"Chr1:20752951-20754150"	"null"	"1"	20752951	20754150	2.38634e-05	0.00019117721	1.8361386	-1.6285502
"Chr1:20806501-20808750"	"CAMK2N1"	"1"	20806501	20808750	0.09656134	0.17527565	-0.7610089	0.66657436
"Chr1:20819851-20823750"	"MUL1"	"1"	20819851	20823750	0.35814518	0.4788473	0.28793976	-0.27005458
"Chr1:20833801-20835300"	"MUL1"	"1"	20833801	20835300	0.58477426	0.6890061	0.10948635	-0.10659803
"Chr1:20848501-20849550"	"null"	"1"	20848501	20849550	0.016688956	0.04373039	-0.8653802	0.79509884
"Chr1:20929351-20931450"	"CDA"	"1"	20929351	20931450	0.43234956	0.5502765	0.46993122	-0.3783974
"Chr1:20938201-20941350"	"CDA"	"1"	20938201	20941350	5.7315356e-05	0.0003995415	1.4563912	-1.3380116
"Chr1:20959201-20961750"	"PINK1"	"1"	20959201	20961750	0.9765284	0.9848408	0.0077702613	-0.007420937
"Chr1:20966251-20967150"	"PINK1"	"1"	20966251	20967150	0.0039036532	0.013380162	-1.0256814	0.9449847
"Chr1:21051151-21052650"	"SH2D5"	"1"	21051151	21052650	0.55393195	0.661905	0.23773669	-0.214316
"Chr1:21058501-21060450"	"SH2D5"	"1"	21058501	21060450	1.6039316e-08	3.627203e-07	1.6424997	-1.5538385
"Chr1:21348301-21349800"	"EIF4G3"	"1"	21348301	21349800	0.00028032516	0.0015304405	1.4384627	-1.3009068
"Chr1:21417151-21418350"	"EIF4G3"	"1"	21417151	21418350	0.8279071	0.88080716	-0.08892915	0.07991679
"Chr1:21475801-21477150"	"EIF4G3"	"1"	21475801	21477150	0.001988359	0.007701201	-1.0788007	0.99692094
"Chr1:21521401-21522450"	"null"	"1"	21521401	21522450	0.114413016	0.20022419	-0.5037896	0.47136638
"Chr1:21578251-21579450"	"ECE1"	"1"	21578251	21579450	0.00105569	0.004594484	1.690638	-1.4326409
"Chr1:21587101-21589650"	"ECE1"	"1"	21587101	21589650	0.017464815	0.045367636	0.6195214	-0.59238684
"Chr1:21620401-21622500"	"ECE1"	"1"	21620401	21622500	3.565663e-06	3.812862e-05	2.2107677	-1.9158518
"Chr1:21628801-21630300"	"ECE1"	"1"	21628801	21630300	0.00023275099	0.0013071836	1.8220178	-1.5629241
"Chr1:21650401-21653700"	"ECE1"	"1"	21650401	21653700	9.603125e-07	1.2476092e-05	1.3577646	-1.2909069
"Chr1:21682201-21683250"	"null"	"1"	21682201	21683250	0.008660236	0.025766693	-1.3616022	1.1523902
"Chr1:21694651-21695850"	"null"	"1"	21694651	21695850	0.21083224	0.32062027	-0.5240773	0.4686125
"Chr1:21728101-21728850"	"null"	"1"	21728101	21728850	0.9948484	0.9965556	0.0031010031	-0.0026851278
"Chr1:21765901-21767100"	"NBPF3"	"1"	21765901	21767100	0.90154535	0.93460387	-0.044516444	0.040938098
"Chr1:21900301-21901800"	"ALPL"	"1"	21900301	21901800	0.793422	0.85589623	-0.08535604	0.91971564
"Chr1:21913051-21914400"	"null"	"1"	21913051	21914400	0.6421731	0.7364523	-0.23231804	0.19876617
"Chr1:21920851-21922800"	"RAP1GAP"	"1"	21920851	21922800	0.039003298	0.08584074	-0.7309662	1.6003231
"Chr1:21933601-21935250"	"RAP1GAP"	"1"	21933601	21935250	0.9717681	0.98209995	-0.01660989	0.014462592
"Chr1:21953101-21954300"	"RAP1GAP"	"1"	21953101	21954300	0.0064665014	0.020308461	-1.4596347	1.2229664
"Chr1:21964801-21966750"	"RAP1GAP"	"1"	21964801	21966750	0.19954084	0.3073946	0.7426334	-0.6056089
"Chr1:21985201-21986700"	"null"	"1"	21985201	21986700	6.944801e-06	6.7824134e-05	-1.9625423	1.7379495
"Chr1:22108051-22110900"	"USP48"	"1"	22108051	22110900	0.8857337	0.92317224	-0.025312478	0.024793401
"Chr1:22127251-22128300"	"null"	"1"	22127251	22128300	0.29253206	0.41117918	-0.40881485	0.37112597
"Chr1:22188301-22189200"	"HSPG2"	"1"	22188301	22189200	4.2017364e-05	0.0003076101	1.9423122	-1.6852701
"Chr1:22198051-22199250"	"HSPG2"	"1"	22198051	22199250	0.027682738	0.06536045	-1.0154922	0.88793033
"Chr1:22245601-22246650"	"HSPG2"	"1"	22245601	22246650	0.0013343295	0.0055672536	1.3543934	-1.2087241
"Chr1:22257151-22259100"	"HSPG2"	"1"	22257151	22259100	0.0077282265	0.023458406	1.572988	-1.2726129
"Chr1:22269001-22270050"	"null"	"1"	22269001	22270050	0.8224354	0.8766159	0.09081172	-0.08180394
"Chr1:22282651-22284300"	"null"	"1"	22282651	22284300	0.18551233	0.29056725	-0.58785737	0.51908153
"Chr1:22345201-22346250"	"null"	"1"	22345201	22346250	4.163592e-08	8.3829997e-07	2.4874568	-2.1829474
"Chr1:22350451-22353300"	"null"	"1"	22350451	22353300	0.6330659	0.7290444	0.09569557	-0.0931699
"Chr1:22366051-22367100"	"null"	"1"	22366051	22367100	0.88173467	0.9201829	-0.06056417	0.05449853
"Chr1:22378351-22380600"	"null"	"1"	22378351	22380600	0.20168409	0.30996218	-0.21349536	0.20954116
"Chr1:22659301-22660200"	"null"	"1"	22659301	22660200	0.16073969	0.26002705	-0.6026939	0.53591114
"Chr1:22738651-22740000"	"null"	"1"	22738651	22740000	0.102038935	0.1829074	0.64213777	-0.5813346
"Chr1:22754401-22755750"	"null"	"1"	22754401	22755750	0.95115024	0.9683432	0.025596369	-1.2932686
"Chr1:22777351-22779450"	"null"	"1"	22777351	22779450	0.5996424	0.7016394	-0.10886206	0.105791725
"Chr1:23015551-23016750"	"null"	"1"	23015551	23016750	0.8053823	0.8651685	0.14584015	-0.11797183
"Chr1:23030551-23031750"	"null"	"1"	23030551	23031750	0.08479837	0.15847006	-0.8469729	0.7283978
"Chr1:23065801-23066850"	"EPHB2"	"1"	23065801	23066850	1.5922016e-05	0.00013637354	2.7947273	-2.1711495
"Chr1:23076001-23078250"	"EPHB2"	"1"	23076001	23078250	4.998044e-10	1.7025412e-08	2.5770047	-2.3089507
"Chr1:23157601-23159700"	"EPHB2"	"1"	23157601	23159700	0.00018312274	0.0010709349	1.6943238	-1.4881642
"Chr1:23187901-23189400"	"EPHB2"	"1"	23187901	23189400	0.1596963	0.25884604	-0.6889608	0.5928707
"Chr1:23256451-23257500"	"null"	"1"	23256451	23257500	0.11045585	0.19480109	-0.57773983	0.531097
"Chr1:23302051-23303850"	"null"	"1"	23302051	23303850	5.222587e-05	0.0003699602	1.5742135	-1.4284432
"Chr1:23336851-23338050"	"null"	"1"	23336851	23338050	3.6212555e-06	3.8612012e-05	2.7824829	-2.2338314
"Chr1:23345101-23347200"	"KDM1A"	"1"	23345101	23347200	0.0016321748	0.0065689017	-0.57288206	0.56037575
"Chr1:23434951-23436300"	"null"	"1"	23434951	23436300	0.19682889	0.3040832	-0.51578456	0.46572036
"Chr1:23514901-23516100"	"HTR1D"	"1"	23514901	23516100	2.6925076e-07	4.1465455e-06	2.7793934	-2.3184323
"Chr1:23524501-23525700"	"HTR1D"	"1"	23524501	23525700	1.0470554e-18	3.2100344e-16	4.145237	-3.6038275
"Chr1:23568601-23569650"	"null"	"1"	23568601	23569650	0.044922084	0.0960038	-0.82983077	0.74425256
"Chr1:23654851-23656050"	"HNRNPR"	"1"	23654851	23656050	0.31497175	0.4343642	0.34022388	-0.31568927
"Chr1:23703151-23704650"	"TCEA3"	"1"	23703151	23704650	0.096430816	0.17508148	0.5987744	-0.55060375
"Chr1:23729101-23731200"	"TCEA3"	"1"	23729101	23731200	9.6763004e-05	0.00062517985	0.97376645	-0.9344492
"Chr1:23778001-23779350"	"ASAP3"	"1"	23778001	23779350	0.28309837	0.4011999	-0.4494493	0.40200698
"Chr1:23809801-23811600"	"ASAP3"	"1"	23809801	23811600	0.76898926	0.83744836	-0.09012171	0.08473901
"Chr1:23823151-23824500"	"null"	"1"	23823151	23824500	0.36323714	0.48415077	-0.31364113	0.29036567
"Chr1:23865901-23866950"	"null"	"1"	23865901	23866950	0.70411783	0.78781456	0.12535398	-0.11676326
"Chr1:23870701-23871900"	"null"	"1"	23870701	23871900	0.002291499	0.008653282	-1.302933	1.1602005
"Chr1:23902651-23905350"	"null"	"1"	23902651	23905350	0.077471815	0.14777449	0.9002229	-0.76581496
"Chr1:23911801-23912700"	"null"	"1"	23911801	23912700	0.06175538	0.12318765	0.9821485	-0.82755613
"Chr1:23919301-23921250"	"null"	"1"	23919301	23921250	0.11852855	0.20592406	-0.6744531	0.59902346
"Chr1:23933251-23934450"	"null"	"1"	23933251	23934450	2.1472981e-06	2.4895264e-05	-2.022868	1.8006355
"Chr1:23945101-23947050"	"null"	"1"	23945101	23947050	0.000906556	0.0040436722	-1.2061919	1.1071873
"Chr1:23983651-23984700"	"null"	"1"	23983651	23984700	0.0002845638	0.0015501238	-1.4995624	1.3443614
"Chr1:23999701-24000450"	"null"	"1"	23999701	24000450	0.4636984	0.5793053	-0.30435607	0.27250504
"Chr1:24017701-24019650"	"RPL11"	"1"	24017701	24019650	0.3089299	0.4285761	-0.18893832	0.18464088
"Chr1:24105901-24107250"	"PITHD1"	"1"	24105901	24107250	1.9730245e-05	0.00016367115	1.5790131	-1.4454011
"Chr1:24150901-24152550"	"HMGCL"	"1"	24150901	24152550	0.040556945	0.08841598	-0.3450085	0.33852473
"Chr1:24164551-24165300"	"HMGCL"	"1"	24164551	24165300	0.47953483	0.5942032	0.2899677	-0.2604129
"Chr1:24242851-24244050"	"null"	"1"	24242851	24244050	0.59649503	0.698809	-0.25777054	0.2222576
"Chr1:24285001-24287400"	"PNRC2"	"1"	24285001	24287400	0.016998801	0.04437834	-0.36031088	0.35485384
"Chr1:24335551-24336750"	"null"	"1"	24335551	24336750	0.0026375754	0.009681203	1.3070717	-1.1592267
"Chr1:24372301-24374400"	"null"	"1"	24372301	24374400	0.00012745161	0.00078552455	1.5452245	-1.3924806
"Chr1:24396901-24398100"	"MYOM3"	"1"	24396901	24398100	0.9104276	0.94089645	0.04891144	-0.043386135
"Chr1:24433801-24436500"	"MYOM3"	"1"	24433801	24436500	6.4826854e-06	6.391979e-05	1.8186821	-1.6389618
"Chr1:24443851-24444900"	"IL22RA1"	"1"	24443851	24444900	0.2624243	0.37887046	-0.42986894	0.3911778
"Chr1:24468901-24470400"	"IL22RA1"	"1"	24468901	24470400	0.01722303	0.044851325	1.1469228	-0.99158186
"Chr1:24475951-24477750"	"null"	"1"	24475951	24477750	0.00019800886	0.0011422671	1.7342081	-1.512545
"Chr1:24501301-24502650"	"IL28RA"	"1"	24501301	24502650	0.002810681	0.010214351	-1.1208786	1.0231664
"Chr1:24517951-24519900"	"IL28RA"	"1"	24517951	24519900	0.0063878796	0.020108264	1.5532061	-1.2736857
"Chr1:24562201-24563850"	"null"	"1"	24562201	24563850	0.006017399	0.01914469	1.2681432	-1.1090164
"Chr1:24592501-24593850"	"null"	"1"	24592501	24593850	0.00037363073	0.0019445276	1.4355366	-1.2933978
"Chr1:24616051-24617250"	"null"	"1"	24616051	24617250	0.6610211	0.75192004	0.20283388	-0.17721829
"Chr1:24643051-24644400"	"GRHL3"	"1"	24643051	24644400	0.047257226	0.099910095	-0.8677022	0.7681124
"Chr1:24701101-24702450"	"C1orf201"	"1"	24701101	24702450	0.34373516	0.4644673	0.42948875	-0.3771999
"Chr1:24720001-24721200"	"C1orf201"	"1"	24720001	24721200	0.38751838	0.5082931	-0.47877926	0.3966205
"Chr1:24764101-24765000"	"NIPAL3"	"1"	24764101	24765000	0.0006454601	0.0030550202	-1.846118	-0.11201534
"Chr1:24788251-24789300"	"NIPAL3"	"1"	24788251	24789300	0.49589503	0.6093268	0.26695114	-0.24179135
"Chr1:24841651-24842850"	"RCAN3"	"1"	24841651	24842850	0.0001415161	0.0008565857	1.8871621	-1.6184115
"Chr1:24862201-24863700"	"RCAN3"	"1"	24862201	24863700	0.66097367	0.75190395	0.21263294	-0.18349023
"Chr1:24867151-24868950"	"null"	"1"	24867151	24868950	0.9660836	0.9785216	0.022753345	-0.019067096
"Chr1:25003951-25005750"	"null"	"1"	25003951	25005750	0.2608706	0.37709713	0.39005455	-0.36070606
"Chr1:25009651-25011150"	"null"	"1"	25009651	25011150	1.3195127e-07	2.2774038e-06	2.6076844	-2.2371206
"Chr1:25041151-25042350"	"null"	"1"	25041151	25042350	0.4675841	0.5831173	-0.3842095	0.3232044
"Chr1:25050751-25052250"	"null"	"1"	25050751	25052250	2.4281062e-06	2.7602073e-05	2.4566615	-2.074997
"Chr1:25281301-25282200"	"RUNX3"	"1"	25281301	25282200	0.9377825	0.9595629	-0.036467712	-1.3021251
"Chr1:25292551-25293900"	"RUNX3"	"1"	25292551	25293900	0.39725846	0.5175306	0.4160725	-0.35774708
"Chr1:25348801-25350150"	"null"	"1"	25348801	25350150	0.4607162	0.5766723	0.30034533	-0.2701389
"Chr1:25417201-25418400"	"null"	"1"	25417201	25418400	0.0044084573	0.014783346	1.7944355	-1.4140192
"Chr1:25427251-25428600"	"null"	"1"	25427251	25428600	0.9453244	0.9646247	0.035487536	-0.030065829
"Chr1:25493551-25495350"	"null"	"1"	25493551	25495350	0.23152553	0.34439865	-0.7529457	0.5941025
"Chr1:25558051-25560300"	"SYF2"	"1"	25558051	25560300	0.8497346	0.89690524	-0.032688726	0.032044906
"Chr1:25565701-25567500"	"C1orf63"	"1"	25565701	25567500	0.6145076	0.7139207	0.18220869	-0.16742685
"Chr1:25572151-25574850"	"C1orf63"	"1"	25572151	25574850	0.772262	0.8399359	-0.05499211	0.053684223
"Chr1:25664551-25665900"	"TMEM50A"	"1"	25664551	25665900	0.79411507	0.8565302	-0.0544955	0.05293748
"Chr1:25670101-25671150"	"TMEM50A"	"1"	25670101	25671150	0.011627616	0.032743663	1.2454182	-1.0695363
"Chr1:25687351-25688400"	"TMEM50A"	"1"	25687351	25688400	2.6638925e-05	0.00020968459	2.3158119	-1.9195236
"Chr1:25756051-25758000"	"TMEM57"	"1"	25756051	25758000	0.37475485	0.49560344	-0.223253	0.21411252
"Chr1:25768351-25769400"	"TMEM57"	"1"	25768351	25769400	0.43183637	0.54983515	-0.29239687	0.26745427
"Chr1:25830001-25831050"	"null"	"1"	25830001	25831050	0.06888967	0.1346196	-0.6476372	0.59684193
"Chr1:25875451-25877700"	"LDLRAP1"	"1"	25875451	25877700	2.1245708e-06	2.4650988e-05	2.1939151	-1.9163879
"Chr1:25893751-25896900"	"LDLRAP1"	"1"	25893751	25896900	0.21687199	0.32736826	0.47470224	-0.43167132
"Chr1:25942201-25943400"	"MAN1C1"	"1"	25942201	25943400	0.20189318	0.3102149	-0.44618765	0.41217873
"Chr1:26034451-26035500"	"MAN1C1"	"1"	26034451	26035500	0.06580249	0.12974636	0.842143	-0.7378521
